Detention,,,,,,,,,,Demurrage,,,,,,,,,
Port Name,Port Code,Line,Export- Import,container type,Standard Free Days,Day Slabs,Charge,Currency,-,Port Name,Port Code,Line,Export- Import,Container type,Standard Free Days,Day Slabs,Charge,Currency,Agent
-,-,cosco,-,-,-,13>,85,EUR,-,-,-,cosco,-,-,-,13>,85,EUR,Dheeraj
Ploce,HRPLE,cosco,export,20,10,1/10,0,EUR,-,Ploce,HRPLE,cosco,export,20,10,1/10,0,EUR,Dheeraj
-,-,cosco,-,-,-,11/15,15,EUR,-,-,-,cosco,-,-,-,11/15,15,EUR,Dheeraj
-,-,cosco,-,-,-,16>,30,EUR,-,-,-,cosco,-,-,-,16>,30,EUR,Dheeraj
-,-,cosco,-,40,10,1/10,0,EUR,-,-,-,cosco,-,40,10,1/10,0,EUR,Dheeraj
-,-,cosco,-,-,-,11/15,20,EUR,-,-,-,cosco,-,-,-,11/15,20,EUR,Dheeraj
-,-,cosco,-,-,-,16>,40,EUR,-,-,-,cosco,-,-,-,16>,40,EUR,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,EUR,-,-,-,cosco,-,40HC,10,1/10,0,EUR,Dheeraj
-,-,cosco,-,-,-,11/15,20,EUR,-,-,-,cosco,-,-,-,11/15,20,EUR,Dheeraj
-,-,cosco,-,-,-,16>,40,EUR,-,-,-,cosco,-,-,-,16>,40,EUR,Dheeraj
-,-,cosco,-,20,5,1/5,0,EUR,-,-,-,cosco,-,20,5,1/5,0,EUR,Dheeraj
-,-,cosco,-,-,-,6/12,35,EUR,-,-,-,cosco,-,-,-,6/12,35,EUR,Dheeraj
-,-,cosco,-,-,-,13>,60,EUR,-,-,-,cosco,-,-,-,13>,60,EUR,Dheeraj
-,-,cosco,-,40,5,1/5,0,EUR,-,-,-,cosco,-,40,5,1/5,0,EUR,Dheeraj
-,-,cosco,-,-,-,6/12,40,EUR,-,-,-,cosco,-,-,-,6/12,40,EUR,Dheeraj
-,-,cosco,-,-,-,13>,85,EUR,-,-,-,cosco,-,-,-,13>,85,EUR,Dheeraj
-,-,cosco,-,40HC,5,1/5,0,EUR,-,-,-,cosco,-,40HC,5,1/5,0,EUR,Dheeraj
-,-,cosco,-,-,-,6/12,40,EUR,-,-,-,cosco,-,-,-,6/12,40,EUR,Dheeraj
-,-,cosco,-,-,-,13>,85,EUR,-,-,-,cosco,-,-,-,13>,85,EUR,Dheeraj
Mananillo,CUMZO,cosco,import,20,15,1/15,0,EUR,-,Mananillo,CUMZO,cosco,import,20,15,1/15,0,EUR,Dheeraj
-,-,cosco,-,-,-,16>,15,EUR,-,-,-,cosco,-,-,-,16>,15,EUR,Dheeraj
-,-,cosco,-,40,15,1/15,0,EUR,-,-,-,cosco,-,40,15,1/15,0,EUR,Dheeraj
-,-,cosco,-,-,-,16>,20,EUR,-,-,-,cosco,-,-,-,16>,20,EUR,Dheeraj
-,-,cosco,-,40HC,15,1/15,0,EUR,-,-,-,cosco,-,40HC,15,1/15,0,EUR,Dheeraj
-,-,cosco,-,-,-,16>,20,EUR,-,-,-,cosco,-,-,-,16>,20,EUR,Dheeraj
-,-,cosco,-,20,5,1/5,0,EUR,-,-,-,cosco,-,20,5,1/5,0,EUR,Dheeraj
-,-,cosco,-,-,-,6>,40,EUR,-,-,-,cosco,-,-,-,6>,40,EUR,Dheeraj
-,-,cosco,-,40,5,1/5,0,EUR,-,-,-,cosco,-,40,5,1/5,0,EUR,Dheeraj
-,-,cosco,-,-,-,6>,60,EUR,-,-,-,cosco,-,-,-,6>,60,EUR,Dheeraj
-,-,cosco,-,40HC,5,1/5,0,EUR,-,-,-,cosco,-,40HC,5,1/5,0,EUR,Dheeraj
-,-,cosco,-,-,-,6>,60,EUR,-,-,-,cosco,-,-,-,6>,60,EUR,Dheeraj
Limassol,CYLMS,cosco,import,20,10,1/10,0,USD,-,Limassol,CYLMS,cosco,import,20,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11/14,20,USD,-,-,-,cosco,-,-,-,11/14,20,USD,Dheeraj
-,-,cosco,-,-,-,15>,40,USD,-,-,-,cosco,-,-,-,15>,40,USD,Dheeraj
-,-,cosco,-,40,10,1/10,0,USD,-,-,-,cosco,-,40,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11/14,40,USD,-,-,-,cosco,-,-,-,11/14,40,USD,Dheeraj
-,-,cosco,-,-,-,15>,80,USD,-,-,-,cosco,-,-,-,15>,80,USD,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,USD,-,-,-,cosco,-,40HC,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11/14,40,USD,-,-,-,cosco,-,-,-,11/14,40,USD,Dheeraj
-,-,cosco,-,-,-,15>,80,USD,-,-,-,cosco,-,-,-,15>,80,USD,Dheeraj
-,-,cosco,-,20,7,1/7,0,USD,-,-,-,cosco,-,20,7,1/7,0,USD,Dheeraj
-,-,cosco,-,-,-,8/11,60,USD,-,-,-,cosco,-,-,-,8/11,60,USD,Dheeraj
-,-,cosco,-,-,-,12>,100,USD,-,-,-,cosco,-,-,-,12>,100,USD,Dheeraj
-,-,cosco,-,40,7,1/7,0,USD,-,-,-,cosco,-,40,7,1/7,0,USD,Dheeraj
-,-,cosco,-,-,-,8/11,100,USD,-,-,-,cosco,-,-,-,8/11,100,USD,Dheeraj
-,-,cosco,-,-,-,12>,140,USD,-,-,-,cosco,-,-,-,12>,140,USD,Dheeraj
-,-,cosco,-,40HC,7,1/7,0,USD,-,-,-,cosco,-,40HC,7,1/7,0,USD,Dheeraj
-,-,cosco,-,-,-,8/11,100,USD,-,-,-,cosco,-,-,-,8/11,100,USD,Dheeraj
-,-,cosco,-,-,-,12>,140,USD,-,-,-,cosco,-,-,-,12>,140,USD,Dheeraj
Limassol,CYLMS,cosco,export,20,14,1/14,0,USD,-,Limassol,CYLMS,cosco,export,20,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-20,10,USD,-,-,-,cosco,-,-,-,15-20,10,USD,Dheeraj
-,-,cosco,-,-,-,21>,20,USD,-,-,-,cosco,-,-,-,21>,20,USD,Dheeraj
-,-,cosco,-,40,14,1/14,0,USD,-,-,-,cosco,-,40,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-20,20,USD,-,-,-,cosco,-,-,-,15-20,20,USD,Dheeraj
-,-,cosco,-,-,-,21>,40,USD,-,-,-,cosco,-,-,-,21>,40,USD,Dheeraj
-,-,cosco,-,40HC,14,1/14,0,USD,-,-,-,cosco,-,40HC,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-20,20,USD,-,-,-,cosco,-,-,-,15-20,20,USD,Dheeraj
-,-,cosco,-,-,-,21>,40,USD,-,-,-,cosco,-,-,-,21>,40,USD,Dheeraj
-,-,cosco,-,20,10,1/10,0,USD,-,-,-,cosco,-,20,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11/15,30,USD,-,-,-,cosco,-,-,-,11/15,30,USD,Dheeraj
-,-,cosco,-,-,-,16>,60,USD,-,-,-,cosco,-,-,-,16>,60,USD,Dheeraj
-,-,cosco,-,40,10,1/10,0,USD,-,-,-,cosco,-,40,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11/15,55,USD,-,-,-,cosco,-,-,-,11/15,55,USD,Dheeraj
-,-,cosco,-,-,-,16>,110,USD,-,-,-,cosco,-,-,-,16>,110,USD,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,USD,-,-,-,cosco,-,40HC,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11/15,55,USD,-,-,-,cosco,-,-,-,11/15,55,USD,Dheeraj
-,-,cosco,-,-,-,16>,110,USD,-,-,-,cosco,-,-,-,16>,110,USD,Dheeraj
Guayaquil,ECGYE,cosco,import,20,15,1/15,0,USD,-,Guayaquil,ECGYE,cosco,import,20,15,1/15,0,USD,Dheeraj
-,-,cosco,-,-,-,16-20,80,USD,-,-,-,cosco,-,-,-,16-20,80,USD,Dheeraj
-,-,cosco,-,-,-,21>,100,USD,-,-,-,cosco,-,-,-,21>,100,USD,Dheeraj
-,-,cosco,-,40,15,1/15,0,USD,-,-,-,cosco,-,40,15,1/15,0,USD,Dheeraj
-,-,cosco,-,-,-,16-20,100,USD,-,-,-,cosco,-,-,-,16-20,100,USD,Dheeraj
-,-,cosco,-,-,-,21>,120,USD,-,-,-,cosco,-,-,-,21>,120,USD,Dheeraj
-,-,cosco,-,40HC,15,1/15,0,USD,-,-,-,cosco,-,40HC,15,1/15,0,USD,Dheeraj
-,-,cosco,-,-,-,16-20,100,USD,-,-,-,cosco,-,-,-,16-20,100,USD,Dheeraj
-,-,cosco,-,-,-,21>,120,USD,-,-,-,cosco,-,-,-,21>,120,USD,Dheeraj
-,-,cosco,-,20,4,1-4,0,USD,-,-,-,cosco,-,20,4,1/4,0,USD,Dheeraj
-,-,cosco,-,-,-,5/9,140,USD,-,-,-,cosco,-,-,-,5/9,140,USD,Dheeraj
-,-,cosco,-,-,-,10>,180,USD,-,-,-,cosco,-,-,-,10>,180,USD,Dheeraj
-,-,cosco,-,40,4,1-4,0,USD,-,-,-,cosco,-,40,4,1/4,0,USD,Dheeraj
-,-,cosco,-,-,-,5/9,140,USD,-,-,-,cosco,-,-,-,5/9,140,USD,Dheeraj
-,-,cosco,-,-,-,10>,180,USD,-,-,-,cosco,-,-,-,10>,180,USD,Dheeraj
-,-,cosco,-,40HC,4,1-4,0,USD,-,-,-,cosco,-,40HC,4,1/4,0,USD,Dheeraj
-,-,cosco,-,-,-,5/9,140,USD,-,-,-,cosco,-,-,-,5/9,140,USD,Dheeraj
-,-,cosco,-,-,-,10>,180,USD,-,-,-,cosco,-,-,-,10>,180,USD,Dheeraj
Guayaquil,ECGYE,cosco,export,20,15,1/15,0,USD,-,Guayaquil,ECGYE,cosco,export,20,15,1/15,0,USD,Dheeraj
-,-,cosco,-,-,-,16>,60,USD,-,-,-,cosco,-,-,-,16>,60,USD,Dheeraj
-,-,cosco,-,40,15,1/15,0,USD,-,-,-,cosco,-,40,15,1/15,0,USD,Dheeraj
-,-,cosco,-,-,-,16>,80,USD,-,-,-,cosco,-,-,-,16>,80,USD,Dheeraj
-,-,cosco,-,40HC,15,1/15,0,USD,-,-,-,cosco,-,40HC,15,1/15,0,USD,Dheeraj
-,-,cosco,-,-,-,16>,80,USD,-,-,-,cosco,-,-,-,16>,80,USD,Dheeraj
-,-,cosco,-,20,10,1/10,0,USD,-,-,-,cosco,-,20,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11>,100,USD,-,-,-,cosco,-,-,-,11>,100,USD,Dheeraj
-,-,cosco,-,40,10,1/10,0,USD,-,-,-,cosco,-,40,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11>,120,USD,-,-,-,cosco,-,-,-,11>,120,USD,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,USD,-,-,-,cosco,-,40HC,10,1/10,0,USD,Dheeraj
-,-,cosco,-,-,-,11>,120,USD,-,-,-,cosco,-,-,-,11>,120,USD,Dheeraj
Port Said West,EGPSW,cosco,import,20,14,1/14,0,USD,-,Port Said West,EGPSW,cosco,import,20,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-21,30,USD,-,-,-,cosco,-,-,-,15-21,30,USD,Dheeraj
-,-,cosco,-,-,-,22-29,40,USD,-,-,-,cosco,-,-,-,22-29,40,USD,Dheeraj
-,-,cosco,-,-,-,30>,60,USD,-,-,-,cosco,-,-,-,30>,60,USD,Dheeraj
-,-,cosco,-,40,14,1/14,0,USD,-,-,-,cosco,-,40,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-21,50,USD,-,-,-,cosco,-,-,-,15-21,50,USD,Dheeraj
-,-,cosco,-,-,-,22-29,80,USD,-,-,-,cosco,-,-,-,22-29,80,USD,Dheeraj
-,-,cosco,-,-,-,30>,120,USD,-,-,-,cosco,-,-,-,30>,120,USD,Dheeraj
-,-,cosco,-,40HC,14,1/14,0,USD,-,-,-,cosco,-,40HC,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-21,50,USD,-,-,-,cosco,-,-,-,15-21,50,USD,Dheeraj
-,-,cosco,-,-,-,22-29,80,USD,-,-,-,cosco,-,-,-,22-29,80,USD,Dheeraj
-,-,cosco,-,-,-,30>,120,USD,-,-,-,cosco,-,-,-,30>,120,USD,Dheeraj
-,-,cosco,-,20,5,1/5,0,USD,-,-,-,cosco,-,20,5,1/5,0,USD,Dheeraj
-,-,cosco,-,-,-,6/10,35,USD,-,-,-,cosco,-,-,-,6/10,35,USD,Dheeraj
-,-,cosco,-,-,-,11/16,55,USD,-,-,-,cosco,-,-,-,11/16,55,USD,Dheeraj
-,-,cosco,-,-,-,17-24,70,USD,-,-,-,cosco,-,-,-,17-24,70,USD,Dheeraj
-,-,cosco,-,-,-,25>,90,USD,-,-,-,cosco,-,-,-,25>,90,USD,Dheeraj
-,-,cosco,-,40,5,1/5,0,USD,-,-,-,cosco,-,40,5,1/5,0,USD,Dheeraj
-,-,cosco,-,-,-,6/10,70,USD,-,-,-,cosco,-,-,-,6/10,70,USD,Dheeraj
-,-,cosco,-,-,-,11/16,110,USD,-,-,-,cosco,-,-,-,11/16,110,USD,Dheeraj
-,-,cosco,-,-,-,17-24,140,USD,-,-,-,cosco,-,-,-,17-24,140,USD,Dheeraj
-,-,cosco,-,-,-,25>,180,USD,-,-,-,cosco,-,-,-,25>,180,USD,Dheeraj
-,-,cosco,-,40HC,5,1/5,0,USD,-,-,-,cosco,-,40HC,5,1/5,0,USD,Dheeraj
-,-,cosco,-,-,-,6/10,70,USD,-,-,-,cosco,-,-,-,6/10,70,USD,Dheeraj
-,-,cosco,-,-,-,11/16,110,USD,-,-,-,cosco,-,-,-,11/16,110,USD,Dheeraj
-,-,cosco,-,-,-,17-24,140,USD,-,-,-,cosco,-,-,-,17-24,140,USD,Dheeraj
-,-,cosco,-,-,-,25>,180,USD,-,-,-,cosco,-,-,-,25>,180,USD,Dheeraj
Port Said West,EGPSW,cosco,export,20,14,1/14,0,USD,-,Port Said West,EGPSW,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,15-21,12,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,22-29,18,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,30>,24,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40,14,1/14,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,15-21,24,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,22-29,36,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,30>,48,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40HC,14,1/14,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,15-21,24,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,22-29,36,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,30>,48,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,20,10,1/10,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,1/17,20,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,18-25,35,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,26>,50,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40,10,1/10,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,1/17,40,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,18-25,70,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,26>,100,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,1/17,40,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,18-25,70,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,26>,100,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
Sokhna(Al Sokhna),EGSOK,cosco,import,20,14,1/14,0,USD,-,Sokhna(Al Sokhna),EGSOK,cosco,import,20,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-21,30,USD,-,-,-,cosco,-,-,-,15-21,30,USD,Dheeraj
-,-,cosco,-,-,-,22-29,40,USD,-,-,-,cosco,-,-,-,22-29,40,USD,Dheeraj
-,-,cosco,-,-,-,30>,60,USD,-,-,-,cosco,-,-,-,30>,60,USD,Dheeraj
-,-,cosco,-,40,14,1/14,0,USD,-,-,-,cosco,-,40,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-21,50,USD,-,-,-,cosco,-,-,-,15-21,50,USD,Dheeraj
-,-,cosco,-,-,-,22-29,80,USD,-,-,-,cosco,-,-,-,22-29,80,USD,Dheeraj
-,-,cosco,-,-,-,30>,120,USD,-,-,-,cosco,-,-,-,30>,120,USD,Dheeraj
-,-,cosco,-,40HC,14,1/14,0,USD,-,-,-,cosco,-,40HC,14,1/14,0,USD,Dheeraj
-,-,cosco,-,-,-,15-21,50,USD,-,-,-,cosco,-,-,-,15-21,50,USD,Dheeraj
-,-,cosco,-,-,-,22-29,80,USD,-,-,-,cosco,-,-,-,22-29,80,USD,Dheeraj
-,-,cosco,-,-,-,30>,120,USD,-,-,-,cosco,-,-,-,30>,120,USD,Dheeraj
-,-,cosco,-,20,5,1/5,0,USD,-,-,-,cosco,-,20,5,1/5,0,USD,Dheeraj
-,-,cosco,-,-,-,6/10,35,USD,-,-,-,cosco,-,-,-,6/10,35,USD,Dheeraj
-,-,cosco,-,-,-,11/16,55,USD,-,-,-,cosco,-,-,-,11/16,55,USD,Dheeraj
-,-,cosco,-,-,-,17-24,70,USD,-,-,-,cosco,-,-,-,17-24,70,USD,Dheeraj
-,-,cosco,-,-,-,25>,90,USD,-,-,-,cosco,-,-,-,25>,90,USD,Dheeraj
-,-,cosco,-,40,5,1/5,0,USD,-,-,-,cosco,-,40,5,1/5,0,USD,Dheeraj
-,-,cosco,-,-,-,6/10,70,USD,-,-,-,cosco,-,-,-,6/10,70,USD,Dheeraj
-,-,cosco,-,-,-,11/16,110,USD,-,-,-,cosco,-,-,-,11/16,110,USD,Dheeraj
-,-,cosco,-,-,-,17-24,140,USD,-,-,-,cosco,-,-,-,17-24,140,USD,Dheeraj
-,-,cosco,-,-,-,25>,180,USD,-,-,-,cosco,-,-,-,25>,180,USD,Dheeraj
-,-,cosco,-,40HC,5,1/5,0,USD,-,-,-,cosco,-,40HC,5,1/5,0,USD,Dheeraj
-,-,cosco,-,-,-,6/10,70,USD,-,-,-,cosco,-,-,-,6/10,70,USD,Dheeraj
-,-,cosco,-,-,-,11/16,110,USD,-,-,-,cosco,-,-,-,11/16,110,USD,Dheeraj
-,-,cosco,-,-,-,17-24,140,USD,-,-,-,cosco,-,-,-,17-24,140,USD,Dheeraj
-,-,cosco,-,-,-,25>,180,USD,-,-,-,cosco,-,-,-,25>,180,USD,Dheeraj
Sokhna(Al Sokhna),EGSOK,cosco,export,20,14,1/14,0,USD,-,Sokhna(Al Sokhna),EGSOK,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,15-21,12,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,22-29,18,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,30>,24,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40,14,1/14,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,15-21,24,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,22-29,36,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,30>,48,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40HC,14,1/14,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,15-21,24,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,22-29,36,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,30>,48,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,20,10,1/10,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,1/17,20,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,18-25,35,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,26>,50,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40,10,1/10,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,1/17,40,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,18-25,70,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,26>,100,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,1/17,40,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,18-25,70,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,26>,100,USD,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
Felixstowe (GBFXT),GBFXT (GBFXT),cosco,import,20,10,1/10,0,GB,-,Felixstowe (GBFXT),GBFXT (GBFXT),cosco,import,20,10,1/10,0,GB,Dheeraj
-,-,cosco,-,-,-,11/15,30,GB,-,-,-,cosco,-,-,-,11/15,30,GB,Dheeraj
-,-,cosco,-,-,-,16>,45,GB,-,-,-,cosco,-,-,-,16>,45,GB,Dheeraj
-,-,cosco,-,40,10,1/10,0,GB,-,-,-,cosco,-,40,10,1/10,0,GB,Dheeraj
-,-,cosco,-,-,-,11/15,45,GB,-,-,-,cosco,-,-,-,11/15,45,GB,Dheeraj
-,-,cosco,-,-,-,16>,60,GB,-,-,-,cosco,-,-,-,16>,60,GB,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,GB,-,-,-,cosco,-,40HC,10,1/10,0,GB,Dheeraj
-,-,cosco,-,-,-,11/15,45,GB,-,-,-,cosco,-,-,-,11/15,45,GB,Dheeraj
-,-,cosco,-,-,-,16>,60,GB,-,-,-,cosco,-,-,-,16>,60,GB,Dheeraj
-,-,cosco,-,20,7,1/7,0,GB,-,-,-,cosco,-,20,7,1/7,0,GB,Dheeraj
-,-,cosco,-,-,-,8/12,70,GB,-,-,-,cosco,-,-,-,8/12,70,GB,Dheeraj
-,-,cosco,-,-,-,13>,90,GB,-,-,-,cosco,-,-,-,13>,90,GB,Dheeraj
-,-,cosco,-,40,7,1/7,0,GB,-,-,-,cosco,-,40,7,1/7,0,GB,Dheeraj
-,-,cosco,-,-,-,8/12,90,GB,-,-,-,cosco,-,-,-,8/12,90,GB,Dheeraj
-,-,cosco,-,-,-,13>,110,GB,-,-,-,cosco,-,-,-,13>,110,GB,Dheeraj
-,-,cosco,-,40HC,7,1/7,0,GB,-,-,-,cosco,-,40HC,7,1/7,0,GB,Dheeraj
-,-,cosco,-,-,-,8/12,90,GB,-,-,-,cosco,-,-,-,8/12,90,GB,Dheeraj
-,-,cosco,-,-,-,13>,110,GB,-,-,-,cosco,-,-,-,13>,110,GB,Dheeraj
Felixstowe (GBFXT),GBFXT (GBFXT),cosco,export,20,7,1/7,0,GB,-,Felixstowe (GBFXT),GBFXT (GBFXT),cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,8/15,15,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,16>,20,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40,7,1/7,0,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,8/15,30,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,16>,40,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40HC,7,1/7,0,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,8/15,30,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,16>,40,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,20,5,1/5,0,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,6/12,50,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,13>,65,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40,5,1/5,0,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,6/12,85,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,13>,100,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,40HC,5,1/5,0,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,6/12,85,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
-,-,cosco,-,-,-,13>,100,GB,-,-,-,cosco,-,-,-,-,-,-,Dheeraj
Suva,FJSUV,cosco,import,20,14,1/14,0,FJD,-,Suva,FJSUV,cosco,import,20,14,1/14,0,FJD,Dheeraj
-,-,cosco,-,-,-,15>,20,FJD,-,-,-,cosco,-,-,-,15>,20,FJD,Dheeraj
-,-,cosco,-,40,14,1/14,0,FJD,-,-,-,cosco,-,40,14,1/14,0,FJD,Dheeraj
-,-,cosco,-,-,-,15>,40,FJD,-,-,-,cosco,-,-,-,15>,40,FJD,Dheeraj
-,-,cosco,-,40HC,14,1/14,0,FJD,-,-,-,cosco,-,40HC,14,1/14,0,FJD,Dheeraj
-,-,cosco,-,-,-,15>,40,FJD,-,-,-,cosco,-,-,-,15>,40,FJD,Dheeraj
-,-,cosco,-,20,10,1/10,0,FJD,-,-,-,cosco,-,20,10,1/10,0,FJD,Dheeraj
-,-,cosco,-,-,-,11>,30,FJD,-,-,-,cosco,-,-,-,11>,30,FJD,Dheeraj
-,-,cosco,-,40,10,1/10,0,FJD,-,-,-,cosco,-,40,10,1/10,0,FJD,Dheeraj
-,-,cosco,-,-,-,11>,60,FJD,-,-,-,cosco,-,-,-,11>,60,FJD,Dheeraj
-,-,cosco,-,40HC,10,1/10,0,FJD,-,-,-,cosco,-,40HC,10,1/10,0,FJD,Dheeraj
-,-,cosco,-,-,-,11>,60,FJD,-,-,-,cosco,-,-,-,11>,60,FJD,Dheeraj
Helsinki (Helsingfors) (Helsingfors),FIHEL,cosco,import,20,10,1/10,0,EUR,-,Helsinki (Helsingfors) (Helsingfors),FIHEL,cosco,import,20,10,1/10,0,EUR,Dheeraj
-,-,cosco,-,-,-,11/14,25,EUR,-,-,-,cosco,-,-,-,11/14,25,EUR,Dheeraj
